"A1_S5";"A1_S6";"A2_S6";"A2_S7";"A3_S7";"A3_S8";"E1_S8";"E1_S9";"E1_SG_S15";"E2_S10";"E2_S9";"E2_SG_S16";"E3_SG_S17";"TP1a_S_S6";"TP1a_S14";"TP1a_S16";"TP1b_S_S7";"TP1b_S15";"TP1b_S17";"TP1c_S_S10";"TP2a_S_S8";"TP2a_S16";"TP2a_S18";"TP2b_S_S9";"TP2b_S17";"TP2b_S19";"TP2c_S_S11";"W1_S10";"W1_S11";"W1_SG_S12";"W2_S11";"W2_S13";"W2_SG_S13";"W3_SG_S14";"WA3_S12";"WA3_S14";"WE_S13";"WE_S15";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus"
"12";"2";"4";"3";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Aquibacter";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Aquibacter"
"12";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA
"11";"19";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Cryomorphaceae";"Vicingus";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Cryomorphaceae";NA
"10";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales";"DEV007";NA;"Bacteria";"Verrucomicrobia";"Verrucomicrobiae";"Verrucomicrobiales";"DEV007";NA
"9";"10";"2";"2";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"NS9_marine_group";NA;"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"NS9_marine_group";NA
"9";"11";"4";"5";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Myxococcota";"Polyangia";"Nannocystales";"Nannocystaceae";"Plesiocystis";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Nannocystaceae";"Plesiocystis"
"8";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"3";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA
"7";"7";"0";"3";"3";"9";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"OM182_clade";NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";"OM182_clade";NA;NA
"6";"16";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";NA;NA;NA;NA;NA;"Bacteria";NA;NA;NA;NA;NA
"5";"2";"1";"1";"7";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrionales";"Halieaceae";"Halioglobus";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrionales";"Halieaceae";"Halioglobus"
"5";"13";"5";"7";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Cyclobacteriaceae";NA;"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Cyclobacteriaceae";NA
"5";"6";"1";"1";"1";"0";"0";"0";"0";"1";"0";"2";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"3";"2";"0";"0";"0";"1";"3";"0";"1";"0";"1";"1";"0";"0";"0";"0";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio"
"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"0";"1";"0";"0";"0";"1";"0";"0";"4";"0";"0";"0";"3";"1";"0";"1";"6";"2";"1";"0";"0";"1";"1";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Magnetospiraceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Magnetospiraceae";NA
"3";"8";"1";"4";"2";"5";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Gammaproteobacteria_Incertae_Sedis";"Unknown_Family";NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Gammaproteobacteria_Incertae_Sedis";"Unknown_Family";NA
"3";"5";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"7";"1";"0";"0";"2";"0";"0";"3";"0";"0";"0";"1";"4";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA
"3";"7";"3";"3";"2";"14";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA
"3";"4";"3";"9";"1";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"4";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA;"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA
"3";"2";"0";"2";"0";"2";"0";"0";"1";"0";"0";"19";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"Bacteria";"Planctomycetota";"Phycisphaerae";"Phycisphaerales";"Phycisphaeraceae";"Urania-1B-19_marine_sediment_group";"Bacteria";"Planctomycetes";"Phycisphaerae";"Phycisphaerales";"Phycisphaeraceae";"Urania-1B-19_marine_sediment_group"
"2";"4";"2";"6";"1";"2";"0";"0";"0";"0";"0";"3";"0";"0";"0";"1";"0";"1";"1";"1";"0";"1";"2";"3";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Nitrosococcales";"Nitrosococcaceae";"FS142-36B-02";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Nitrosococcales";"Nitrosococcaceae";NA
"2";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"4";"0";"1";"10";"6";"0";"0";"2";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrionales";"Halieaceae";"Halioglobus";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrionales";"Halieaceae";"Halioglobus"
"1";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"5";"0";"2";"1";"0";"3";"0";"0";"1";"12";"0";"0";"3";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Gammaproteobacteria_Incertae_Sedis";"Unknown_Family";NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Gammaproteobacteria_Incertae_Sedis";"Unknown_Family";NA
"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"15";"0";"0";"1";"0";"0";"3";"0";"0";"7";"0";"0";"2";"1";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrionales";"Halieaceae";"Halioglobus";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrionales";"Halieaceae";"Halioglobus"
"1";"0";"0";"0";"1";"0";"0";"0";"8";"0";"0";"2";"0";"1";"0";"0";"10";"2";"3";"0";"0";"0";"0";"1";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Puniceispirillales";NA;NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Puniceispirillales";NA;NA
"1";"0";"0";"0";"2";"0";"0";"0";"5";"0";"0";"3";"0";"7";"0";"0";"3";"3";"5";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Bacteria";"NB1-j";NA;NA;NA;NA;"Bacteria";"Proteobacteria";"Deltaproteobacteria";"NB1-j";NA;NA
"0";"2";"0";"0";"0";"0";"0";"0";"0";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"7";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Planctomycetota";"Phycisphaerae";"Phycisphaerales";"Phycisphaeraceae";"Phycisphaera";"Bacteria";"Planctomycetes";"Phycisphaerae";"Phycisphaerales";"Phycisphaeraceae";"Phycisphaera"
"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Gammaproteobacteria_Incertae_Sedis";"Unknown_Family";"Candidatus_Berkiella";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Gammaproteobacteria_Incertae_Sedis";"Unknown_Family";"Candidatus_Berkiella"
"0";"2";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"0";"0";"3";"14";"1";"0";"0";"5";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"SAR324_clade(Marine_group_B)";NA;NA;NA;NA;"Bacteria";"Proteobacteria";"Deltaproteobacteria";"SAR324_clade(Marine_group_B)";NA;NA
"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"13";"0";"0";"4";"0";"0";"2";"0";"0";"4";"0";"1";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Myxococcota";"Polyangia";"Haliangiales";"Haliangiaceae";"Haliangium";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Haliangiaceae";"Haliangium"
"0";"1";"0";"2";"1";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"23";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Ilumatobacteraceae";"Ilumatobacter";"Bacteria";"Actinobacteria";"Acidimicrobiia";"Microtrichales";"Ilumatobacteraceae";"Ilumatobacter"
"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"1";"0";"0";"9";"8";"0";"0";"2";"1";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Eggerthellaceae";"Senegalimassilia";"Bacteria";"Actinobacteria";"Coriobacteriia";"Coriobacteriales";"Eggerthellaceae";"Senegalimassilia"
"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"2";"0";"0";"0";"6";"0";"0";"10";"7";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrionales";"Halieaceae";"OM60(NOR5)_clade";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrionales";"Halieaceae";"OM60(NOR5)_clade"
"0";"1";"0";"2";"1";"0";"1";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"2";"0";"0";"2";"0";"3";"4";"0";"1";"3";"0";"0";"1";"4";"1";"1";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Methylocella";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Methylocella"
"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"7";"14";"0";"0";"0";"4";"0";"0";"3";"0";"0";"0";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Methyloligellaceae";"Methyloceanibacter";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Methyloligellaceae";"Methyloceanibacter"
"0";"0";"1";"0";"0";"0";"0";"0";"3";"0";"0";"0";"18";"2";"1";"3";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA;"Bacteria";"Actinobacteria";"Thermoleophilia";"Gaiellales";NA;NA
"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"6";"3";"3";"0";"0";"1";"1";"0";"2";"4";"0";"1";"0";"0";"0";"5";"0";"0";"1";"0";"1";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas"
"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"4";"5";"1";"9";"1";"0";"1";"0";"0";"2";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Alteromonadales";"Colwelliaceae";NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Alteromonadales";"Colwelliaceae";"Colwellia"
"0";"0";"0";"0";"1";"0";"0";"0";"2";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"7";"11";"1";"3";"1";"0";"1";"0";"0";"1";"1";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales";"Rubritaleaceae";"Rubritalea";"Bacteria";"Verrucomicrobia";"Verrucomicrobiae";"Verrucomicrobiales";"Rubritaleaceae";"Rubritalea"
"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"13";"0";"0";"1";"10";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Ilumatobacteraceae";"Ilumatobacter";"Bacteria";"Actinobacteria";"Acidimicrobiia";"Microtrichales";"Ilumatobacteraceae";"Ilumatobacter"
"0";"0";"0";"0";"0";"0";"11";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Hyphomonadaceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Hyphomonadaceae";NA
"0";"0";"0";"0";"0";"0";"2";"7";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"4";"0";"0";"0";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Parvularculaceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Parvularculaceae";NA
"0";"0";"0";"0";"0";"0";"2";"6";"1";"0";"1";"1";"7";"2";"0";"0";"2";"2";"7";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Microtrichaceae";NA;"Bacteria";"Actinobacteria";"Acidimicrobiia";"Microtrichales";"Microtrichaceae";"Sva0996_marine_group"
"0";"0";"0";"0";"0";"0";"1";"1";"4";"0";"0";"2";"3";"0";"0";"0";"0";"0";"3";"1";"0";"0";"0";"14";"0";"0";"0";"2";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Tenderiales";"Tenderiaceae";"Candidatus_Tenderia";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Tenderiales";"Tenderiaceae";"Candidatus_Tenderia"
"0";"0";"0";"0";"0";"0";"0";"3";"0";"1";"0";"6";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"1";"0";"0";"0";"0";"6";"0";"0";"5";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Hyphomonadaceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Hyphomonadaceae";NA
"0";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0";"0";"1";"6";"8";"2";"0";"3";"6";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Microtrichaceae";"Sva0996_marine_group";"Bacteria";"Actinobacteria";"Acidimicrobiia";"Microtrichales";"Microtrichaceae";"Sva0996_marine_group"
"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"6";"0";"0";"0";"8";"6";"0";"0";"0";"5";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Parvularculaceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Parvularculaceae";NA
"0";"0";"0";"0";"0";"0";"0";"0";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"2";"0";"0";"0";"1";"0";"1";"1";"0";"0";"1";"5";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Myxococcota";"Polyangia";"Haliangiales";"Haliangiaceae";"Haliangium";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Haliangiaceae";"Haliangium"
"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"10";"0";"2";"0";"0";"2";"0";"0";"0";"2";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";NA;NA;"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"7";"0";"6";"0";"0";"1";"0";"0";"0";"1";"0";"0";"5";"0";"0";"7";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";"Lewinella";"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"Saprospiraceae";"Lewinella"
"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"5";"0";"0";"4";"0";"0";"3";"0";"0";"5";"2";"2";"8";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Bacteria";"Myxococcota";"Polyangia";"Haliangiales";"Haliangiaceae";"Haliangium";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Haliangiaceae";"Haliangium"
"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"1";"4";"0";"0";"3";"0";"0";"7";"5";"0";"0";"2";"0";"0";"1";"0";"0";"4";"0";"0";"3";"0";"0";"0";"0";"0";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Atopobiaceae";"Olsenella";"Bacteria";"Actinobacteria";"Coriobacteriia";"Coriobacteriales";"Atopobiaceae";"Olsenella"
"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"3";"0";"0";"1";"0";"0";"1";"9";"7";"2";"0";"0";"5";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"16";"0";"0";"0";"4";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Parvibaculales";"PS1_clade";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"18";"0";"0";"0";"4";"6";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Microtrichaceae";"Sva0996_marine_group";"Bacteria";"Actinobacteria";"Acidimicrobiia";"Microtrichales";"Microtrichaceae";"Sva0996_marine_group"
"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"10";"1";"0";"0";"1";"0";"0";"2";"3";"0";"0";"3";"0";"0";"2";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Anaerotruncus";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Anaerotruncus"
"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3";"0";"0";"1";"19";"8";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";NA;NA;"Bacteria";"Bacteroidetes";"Bacteroidia";NA;NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"4";"0";"0";"0";"9";"0";"0";"0";"9";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"Bacteria";"Planctomycetota";"Phycisphaerae";"MSBL9";"SG8-4";NA;"Bacteria";"Planctomycetes";"Phycisphaerae";"MSBL9";"SG8-4";NA
"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"Archaea";"Crenarchaeota";"Bathyarchaeia";NA;NA;NA;"Archaea";"Crenarchaeota";"Bathyarchaeia";NA;NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"5";"16";"2";"0";"0";"2";"2";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"NB1-j";NA;NA;NA;NA;"Bacteria";"Proteobacteria";"Deltaproteobacteria";"NB1-j";NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"3";"8";"2";"5";"1";"1";"3";"2";"1";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Erythrobacter";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Erythrobacter"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Mitochondria";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Mitochondria";NA
"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Winogradskyella";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Winogradskyella"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";NA;NA;NA;NA;NA;"Bacteria";NA;NA;NA;NA;NA
